,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2015 PRICE VAR [%],Class
ABEV,14299586932,-0.0376,4812091626,9487495306,0,4122718738,3510927525,5976567781,554036800.6,5284303417,753511077.7,111340593.3,0,4530792339,0,4530792339,0.2891,0.2854,5881684556,5881684556,0.1209,0.6635,0.1769,0.4083,0.11900000000000001,0.3792,6736763049,5838340218,4642132933,0.3695,0.3168,3650807360,267743146.8,3918550507,1137401427,1280998873,7783890349,5910664664,11737814495,40705970.71,1552985355,19307097259,27090987608,4212504694,408261359.4,8195568907,613819001.1,1022080360,0,2212617349,0,2506120916,10701689824,0,,15854900488,308449117.5,,,3574802854,898422831.4,60495681.56,7052459632,-1630153962,-4018024.784,-159481787.5,-1790461885,-295418700.7,31318062.34,-4528576793,-4935711603,37889598.2,-757078482.9,5422305670,0.0205,,,2.5584,21.515,6.747000000000001,12.1131,4.568016338,7.110401097,2.252914785,0.14057027006713002,5.415119534,2.031911259,0.40828733344187995,0.9051037144235301,0.8574057887593299,0.663480375,1,0.417953876,0.316847778,0.142594211,0.9411,0.2858,0.2515,0.8574057887593299,0.9051037144235301,0.40828733344187995,,11.5226,2.419285773,0.527835572,0.3567,0.61691287,0.445461127,-97.1645,29.0324,,107.5251,,0.0377,0.0645,0.037271811,0.060560616,10.5378,6.9001028730992005,1.708682286,3.1932,0.879,1.653,0.4183,0.49319324156114003,0.768853131,6.9001028730992005,17.274374540104002,4.326253714,1.145115757,0.999511002,6.4746,2.0515,3.1932,0.879,1.653,1.0124,0.9801,7.1788,0.4628,73093350000,,21.515,2.5584,12.1131,6.747000000000001,,,,,,,0.0465,0.068,0.0645,0.0377,,0.3567,10.5378,1.5566,0.0194,0.4183,0.2883,0,0.4333,0.2311,0.114,-1.8145,0.0042,,0.2515,0.9411,-0.027,-1096300000,15353173113,-2917799474,4528877206,1198264458,4065443368,1241007696,29.0324,107.5251,-97.1645,11.9336,,11.5226,0.2858,-0.7381,-0.0471,-0.0516,-0.0873,0.1193,-0.09,-0.1017,-0.1134,,1.2143,-0.0469,-0.0704,,,,,,,,,,,,,,,0.0207,-0.0967,0.0666,-0.0742,-0.1292,-0.1695,0,-0.0076,Consumer Defensive,-22.6053125,0
TAL,313895205,0.3893,151543116,162352089,0,106060908,104956158,57395931,0,67285526,6679754,0,0,60605772,0,60605772,0.13,0.127,156120150,156726994,0.35,0.5172,0.24600000000000002,0.2144,0.193,0.2892,77296860,67285526,60605772,0.2144,0.1931,270256259,0,270256259,0,181759,300376622,78625191,10045417,27137239,13660924,127222145,427598767,3163061,0,166756326,0,0,132401062,4614251,0,846040,167602366,7846412,144311994,259996401,27137239,,,163593265,10011334,8345290,101558366,-10793093,-33226035,25986953,-17402866,0,0,0,0,694398,84849898,90765273,0.1124,,,1.9662,30.41,6.8263,,0,0,0,,3.4963420118229998,0,0.214356654,1,0.900725247,0.517217487,1,0.182850614,0.19307645,0.099274753,0.2855,0.2331,0,0.900725247,1,0.214356654,,1060.5893,3.992298155,0.73408819,1.801,1.620665707,1.620665707,-0.4378,0,,3.678,,0,0,0,0,0,,1.644633408,0.21600000000000003,0.381,0.5748,2.6919999999999997,0.323542266,0.89372522,,,9.409570176,9.409570176,0,0.6676,0.1289,0.21600000000000003,0.381,0.5748,0.5529999999999999,0.888,0.5529999999999999,0,15073300000,,30.41,1.9662,,6.8263,,,,,,,0.0329,,0,0,,1.801,0,1.6757,0.0885,2.6919999999999997,0.3379,0,0.0235,0.1063,0.0344,-1.0781,0.0266,,0,0.2855,0.0164,133620296,417553350,132774256,-19459235,0,2586267,295963,0,3.678,-0.4378,0,,1060.5893,0.2331,-0.023,0.4735,0.7923,0.7927,0.8124,0.8571,0.8143,0.0072,0.018000000000000002,3.2683,0.5526,0.5297,,0.4521,0.3367,,0.2707,0.1667,,0.4487,0.2846,,1.2639,0.1217,,0,0,0,-0.5569,0.353,0.3488,0,0,0.34600000000000003,Consumer Defensive,65.37366546,1
BRFS,10892527225,-0.0745,7697108524,3195418701,0,1734359745,1898873451,1296545250,965640255.4,967930905,132407059.7,-75103.267,-33721366.88,835523845.3,0,835523845.3,0.9598,0.9594,327627955.7,326853949.7,0.1363,0.2934,0.0668,0.1775,0.0289,0.0001,1934033196,1933571160,835448742,0.0889,0.0767,2255689072,317574164.5,2573263237,1147052197,1104543748,6567142321,3777431468,1625460008,367029665.8,989560645.9,6990386782,13557529103,1322643635,0,3593353361,4619526849,4619526849,0,601502065.3,0,4072361998,7665715359,-232970334.2,1481712354,5854449869,684603830.3,,,2270709726,462035.2985,0,1878257.604,-513668.7946,-160570.7848,-187.7582,-718588.0586,21817.4991,37476.5302,-272624.8592,-213330.8299,134847.9159,1081186.632,1364588.81,-1.0527,,,0.7023,24.328000000000003,5592.9227,8.3259,3933.3165759214003,8.842095663,0.678243131,3.69021267472e-05,7.374742958118401,1.261908793,0.17751354854723997,0.500592337,0.8632060831781501,0.293358799,1,0.11903071,0.076706152,0.136793917,0.0714,0.1427,0.1102,0.8632060831781501,0.500592337,0.17751354854723997,,8.9929,2.883580368,0.803430119,0.6864,1.035332476,0.627739286,-52.3779,38.4368,,44.3207,,0.3407,0.7891,0.441048035,0.441048035,2.0024,0.000406591,2.3157648296387996,0.0153,2.122,18.3787,0.1419,0.000172435,0.726518453,0.000406591,,3.656553842,2.3887482686942003,0.000326292,88.7493,6.8076,0.0153,2.122,18.3787,6.7262,13.7086,47.7004,37.6386,4241530000,,24.328000000000003,0.7023,8.3259,5592.9227,,,,,,,0.0411,0.054000000000000006,0.7891,0.3407,,0.6864,2.0024,0.0022,0.0058,0.1419,0.1592,0,0.1199,0.2735,0,-1.1118,0,,0.1102,0.0714,-0.9067,7919200000,11932069095,-1098573038,10702553511,1282166505,1439530204,1211229942,38.4368,44.3207,-52.3779,8.4954,,8.9929,0.1427,-0.0042,0.0918,0.6563,0.6252,0.8568,0.8483,0.8507,-0.1135,-0.114,0.0279,-0.9987,-0.9983,0.0194,0.1412,0.1724,-0.4659,0,-0.8163,0.0438,0.8057,0.3245,0.1261,0.0495,0.1653,0.2601,0.2959,-0.1547,-0.1907,-0.1619,-0.0113,-0.0567,0.0349,0,-0.1036,Consumer Defensive,-38.54874898,0
KHC,10922000000,,7645000000,3277000000,0,1709000000,1709000000,1568000000,686000000,788000000,131000000,15000000,0,657000000,720000000,-63000000,-0.17,-0.17,,,0,0.3,0.183,0.135,-0.006,0.1594,2004000000,1474000000,672000000,0.0721,0.0602,2298000000,0,2298000000,851000000,1185000000,4915000000,2365000000,28147000000,0,0,31656000000,36571000000,1651000000,0,3092000000,13358000000,13358000000,0,4099000000,0,17794000000,20886000000,-574000000,0,7117000000,0,11060000000,581000000,1441000000,530000000,8000000,2140000000,-399000000,0,0,-349000000,-1103000000,0,0,-1820000000,-132000000,-161000000,1741000000,-0.1299,4.1141,0,8.4379,0,22.0915,51.9298,,,,,7.81237525,,0.13495696758835002,0.5345997286295799,0.833756345,0.300036623,1,0.14356345,0.060153817982055005,0.166243655,0.1569,0.0923,0.0433,0.833756345,0.5345997286295799,0.13495696758835002,,,4.6181818181817995,0.29865193732739004,1.59,1.01843467,0.743208279,-56.5762,28.4394,,55.1744,,0.3653,1.8769,0.652405372,0.652405372,2.1487,0.160203623,5.13854152,,,,0,0.19593481,0.8135514018691601,0.160203623,,5.363408521,5.363408521,,,,,,,,,,,88488316765,99979316765,0,8.4379,51.9298,22.0915,4.1141,0,9.5336,54.1893,58.6733,79.6648,-0.0099,0.0142,1.8769,0.3653,5.519,1.59,2.1487,-33.9683,0,0,0.1565,0,0.7697,0.1864,0.0365,-0.7528,0.0007,0,0.0433,0.1569,-0.2771,1823000000,8424000000,-15971000000,16392000000,,,,28.4394,55.1744,-56.5762,,,,0.0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer Defensive,2.0659632484645383,1
NWL,5727000000,0.0214,3523600000,2203400000,0,1480500000,1598700000,604700000,60400000,466900000,89100000,0,-4800000,377800000,0,377800000,1.37,1.35,271100000,276100000,0.66,0.3847,0.11900000000000001,0.0921,0.066,0.0825,683400000,527300000,377800000,0.0815,0.066,199400000,0,199400000,1248200000,708500000,2292200000,559100000,3433200000,0,39100000,4272100000,6564300000,674100000,397400000,1888600000,2084500000,2481900000,0,105700000,0,2820800000,4709400000,-794400000,2111200000,1851400000,0,2282500000,136100000,817100000,156100000,29900000,634100000,-161900000,-583300000,0,-751900000,593900000,-363200000,-182500000,119000000,-28100000,-26900000,472200000,-0.221,5.6125,0,1.8031,27.8029,22.2716,16.2848,14.65263266,24.59299727,1.622356272,0.019642169,16.93756858,5.018491072,0.092072638,0.8854542006447901,0.809166845,0.384738956,1,0.10558756766194999,0.065968221,0.190833155,0.3924,0.2041,0.0776,0.809166845,0.8854542006447901,0.092072638,2.4753,8.2231,10.24324808,0.872446415,1.214,0.766493699,0.105580854,-73.3916,79.5518,,42.9625,,0.3781,1.3406,0.529612033,0.5727505596196899,8.7301,0.255489746,3.545587123,2.2966,1.71,0.7222,0.48200000000000004,0.11072114545136999,0.744677496,0.255489746,1.59562154,3.916615195,1.841173055,0.48305982001059006,20.7425,1.3683,2.2966,1.71,0.7222,6.706,11.34,6.7055,8.9891,10326199000,12608699000,27.8029,1.8031,16.2848,22.2716,5.6125,0,2.2016,18.45,19.8844,26.701999999999998,0.036000000000000004,0.0457,1.3406,0.3781,3.3399,1.214,8.7301,1.6784,0.0173,0.48200000000000004,0.2585,0,0.523,0.2553,0.0283,-1.0372,0.0052,14.4641,0.0776,0.3924,-0.2341,403600000,3131100000,-2417200000,3525000000,1176650000,616500000,696450000,79.5518,42.9625,-73.3916,4.8672,2.4753,8.2231,0.2041,-0.5864,0.0369,-0.1948,-0.0169,-0.204,-0.1646,-0.1718,-0.0433,-0.0442,0.1,0.0478,0.0111,-0.0003,0.0121,0.0338,-0.0046,0.0136,0.063,0,0.0612,0.475,0.0042,0.0115,0.0211,-0.0238,0.2095,0.3154,0.1295,0.0352,0.0815,-0.0658,0.3515,0,0.0579,Consumer Defensive,18.603845240198435,1
KMB,19724000000,0.0083,13041000000,6683000000,0,3709000000,4162000000,2521000000,284000000,2382000000,856000000,69000000,-50000000,1526000000,0,1526000000,4.07,4.04,372455181,372455181,8.132,0.3388,0.179,0.1352,0.077,0.0916,3528000000,2666000000,1595000000,0.1208,0.0774,789000000,0,789000000,2223000000,1892000000,5559000000,7359000000,1628000000,257000000,0,9967000000,15526000000,2616000000,1326000000,6226000000,5630000000,6956000000,0,587000000,0,8301000000,14527000000,-3312000000,8470000000,729000000,257000000,6167000000,655000000,2284000000,862000000,52000000,2845000000,-1039000000,0,215000000,-770000000,1855000000,-1812000000,-1256000000,-1893000000,-447000000,-265000000,1806000000,-0.1433,59.0308,0,2.1818,28.3882,23.8281,15.126,13.08067832,24.38697892,1.8867638323331999,0.033750258454782994,12.36778056,51.048737762607004,0.135165281,0.8934733683420899,0.640638119,0.33882579598459006,1,0.127813831,0.077367674,0.359361881,0.228,2.0933,0.1647,0.640638119,0.8934733683420899,0.135165281,1.8519,9.5632,2.6802554694931002,1.27038516,0.893,0.483777706,0.12672663,-52.9545,41.1374,,48.4101,,0.44799999999999995,9.5418,0.885359333,0.905139883,9.3873,0.40899942495687003,21.29766804,7.6385,4.849,2.1184,1.9980000000000002,0.144240519,0.6347978910369101,0.40899942495687003,2.145550528,2.7382098171319003,1.239651416,0.8230668414154699,52.9567,4.0971,7.6385,4.849,2.1184,1.9569999999999999,37.315,1.9573,18.6761,43033471613,49200471613,28.3882,2.1818,15.126,23.8281,59.0308,0,2.4944,13.9457,17.2937,27.2428,0.0352,0.042,9.5418,0.44799999999999995,1.7480000000000002,0.893,9.3873,1.8644,0.0704,1.9980000000000002,0.188,0,0.1049,0.3652,0.0527,-1.2053,0.0026,13.387,0.1647,0.228,-0.2084,-667000000,13898000000,-8968000000,13839000000,2384000000,2607000000,2062500000,41.1374,48.4101,-52.9545,8.2735,1.8519,9.5632,2.0933,-2.7896,0.0112,-0.1802,-0.1316,-0.2876,-0.2706,-0.2694,-0.0241,,1.5099,-0.0641,-0.185,0.0553,0.0285,0.0004,0.0317,-0.0184,0.0958,0.0105,-0.0201,0.0049,-0.1762,-0.3154,-0.4723,0.1201,0.2764,0.4267,-0.1265,-0.1527,-0.1793,-0.8462,0.2074,0,0.0027,Consumer Defensive,13.745828918763074,1
CPB,8268000000,0.0268,5297000000,2971000000,122000000,1505000000,1704000000,1267000000,122000000,1240000000,374000000,-11000000,-81000000,866000000,0,866000000,2.76,2.74,313914401,314000000,1.248,0.3593,0.20199999999999999,0.1647,0.105,0.0694,1667000000,1362000000,855000000,0.15,0.1047,232000000,0,232000000,670000000,1016000000,2100000000,2318000000,3608000000,0,0,6013000000,8113000000,527000000,1771000000,2989000000,2244000000,4015000000,0,585000000,0,3521000000,6510000000,-569000000,2198000000,1615000000,0,3783000000,182000000,691000000,305000000,57000000,899000000,-325000000,191000000,0,-134000000,-494000000,-58000000,-391000000,-925000000,-9000000,-169000000,574000000,-0.2854,8.2107,0,1.6034,15.3007,23.1014,14.7459,12.88873949,13.379880831408999,1.4014243831639999,0.033744781,8.43609886,7.174598637770901,0.164731495,0.9104258443465502,0.6983870967741899,0.35933720367683003,1,0.153241413,0.104741171,0.301612903,0.606,0.5362,0.1186,0.6983870967741899,0.9104258443465502,0.164731495,3.5276,8.5193,3.56686799,1.0191051398989002,0.703,0.30177316828371004,0.077617932,-70.0094,29.5779,,23.265,,0.4949,2.4861,0.5814977973568299,0.7131438721136801,11.1639,0.22391033623910003,5.0235294117647005,2.8631,2.191,0.7389,0.452,0.108732463,0.638487208,0.22391033623910003,0.5076228119706401,2.766153846,1.255586592,0.451501155,26.3312,2.758,2.8631,2.191,0.7389,5.143,14.347000000000001,5.1433,12.7866,13256605154,17039605154,15.3007,1.6034,14.7459,23.1014,8.2107,0,2.0609,10.2217,18.954,29.6857,0.0654,0.0433,2.4861,0.4949,2.2693,0.703,11.1639,1.0381,0.0296,0.452,0.182,0.0148,0.4447,0.3615,0.0393,-1.0656,0.0069,17.8712,0.1186,0.606,-0.3327,-889000000,4505000000,-4410000000,5299000000,652500000,525000000,970500000,29.5779,23.265,-70.0094,12.6713,3.5276,8.5193,0.5362,-1.035,0.0203,0.5691,0.1731,0.8908,0.8904,0.9028,0,-0.0032,-0.1393,-0.1178,-0.1657,0.0492,0.0409,0.0632,0.0464,-0.0287,-0.065,0.0572,0.0569,0.0375,0.0918,0.1999,0.1551,0.0707,0.0453,0.0291,0.0551,0.0984,-0.0252,0.3269,-0.0984,-0.0469,-0.0733,Consumer Defensive,22.628762719616688,1
TGT,71279000000,-0.0276,50039000000,21240000000,0,14465000000,16461000000,4779000000,1049000000,3398000000,1427000000,0,723000000,1971000000,0,1971000000,3.1,3.07,632087699,635100000,1.58,0.298,0.09,0.0624,0.027999999999999997,0.066,6443000000,4447000000,1971000000,0.0477,0.0277,670000000,0,670000000,0,8278000000,11573000000,26412000000,0,0,0,32980000000,44553000000,7335000000,1143000000,12777000000,11429000000,12572000000,0,1349000000,0,15545000000,28322000000,-469000000,12599000000,16231000000,0,11902000000,2625000000,4299000000,1996000000,106000000,6520000000,-1816000000,-157000000,3132000000,-271000000,-4353000000,-1461000000,-1006000000,-6364000000,26000000,-89000000,4704000000,-0.3398,2.1589,2.1589,0.4914,17.8742,7.4811,5.3718,0,0,0,,1.877851932,0,0.062388642,0.7641106363840799,0.580047087,0.29798397845088004,1,0.067046395,0.027651903085060003,0.419952913,0.0782,0.1214,0.0926,0.580047087,0.7641106363840799,0.062388642,2.807,8.8102,2.6987354232923995,1.599869818,0.9059999999999999,0.052437974,0.052437974,-60.3823,0,,37.5605,,0.2822,0.7746,0.41319595083153005,0.436482311,4.2393,0.51861279,2.744932537,10.2661,4.637,1.055,0.51,0.091471541,0.7214723926380401,0.51861279,5.704286964,3.59030837,2.310418143,0.510400812,112.2327,3.1034,10.2661,4.637,1.055,25.557,70.15100000000001,25.5566,19.7953,35023979402,46925979402,17.8742,0.4914,5.3718,7.4811,2.1589,2.1589,0.6583,7.2832,7.1972,9.9758,0.0559,0.1343,0.7746,0.2822,1.8473,0.9059999999999999,4.2393,3.3080000000000003,0.0285,0.51,0.2029,0,0,0.2785,0.0255,-0.9098,0.0015,42.3108,0.0926,0.0782,-0.4782,-1204000000,44553000000,-16749000000,43678000000,2920500000,7195500000,8090500000,0,37.5605,-60.3823,24.4064,2.807,8.8102,0.1214,-2.8594,-0.0461,-0.1801,-0.1674,-0.3428,-0.3217,-0.3208,-0.0329,-0.0324,0.19699999999999998,0.2244,0.5448,0.093,0.0589,0.0642,0.1136,0.1229,0.1212,0.0457,0.0155,-0.0838,0.0766,0.075,0.0609,0.1978,0.2137,0.2344,-1,0.0475,-0.075,0.0136,-0.2876,0,-0.0122,Consumer Defensive,-0.840647561,0
HRL,9316256000,0.0645,7751273000,1564983000,0,650948000,650948000,914035000,12704000,918803000,316126000,3349000,0,602677000,0,602677000,1.14,1.12,526913054,527624000,0.4,0.168,0.114,0.1,0.065,0.0642,1061551000,931507000,606026000,0.0986,0.0647,334174000,0,334174000,609526000,1054552000,2132771000,1001767000,1781296000,264451000,112531000,3322848000,5455619000,537508000,0,954692000,250000000,250000000,0,29509000,0,888871000,1843563000,-207700000,3805654000,3605678000,264451000,-84174000,134519000,417184000,130044000,-10307000,746879000,-148853000,-467922000,0,-616775000,0,-48414000,-203156000,-229370000,-574000,-99840000,598026000,0.0061,3.8401,7.5895,1.4855,23.0395,23.173000000000002,18.5296,17.00729236,21.076612369145998,1.363465056,0.015993526241286003,12.516180110799999,3.522885159,0.09998727,0.986361885,0.655937127,0.167984113,1,0.098111838,0.064690902,0.344062873,0.2765,0.1671,0.1373,0.655937127,0.986361885,0.09998727,5.2433,9.2125,9.299823212,1.707644174,2.234,0.988486339,0.35003330917196007,-49.6578,23.8805,,21.0589,,0.0458,0.0693,0.064839439,0.064839439,73.3239,2.987516,1.513063285,1.4156,1.1334,0.6334,0.35100000000000003,0.080169437,0.8006999795147499,2.987516,,5.017560949,2.1217610913356997,0.33708935300334997,17.657,1.1422,1.4156,1.1334,0.6334,6.834,6.9639999999999995,6.8338,0.4738,13839371363,13755197363,23.0395,1.4855,18.5296,23.173000000000002,3.8401,7.5895,1.4765,12.9576,18.4169,23.000999999999998,0.0434,0.0432,0.0693,0.0458,-0.0793,2.234,73.3239,1.2393,0.0152,0.35100000000000003,0.0699,0,0.3265,0.1993,0.016,-1.1446,-0.0011,13.2456,0.1373,0.2765,0.0209,1178079000,3674323000,289208000,2635457000,580513000,485151500,1011264500,23.8805,21.0589,-49.6578,16.0483,5.2433,9.2125,0.1671,-0.2821,0.1077,0.1541,0.1637,0.1453,0.1457,0.1487,-0.0019,0,-0.0588,0.171,0.105,0.0743,0.0773,0.0602,0.1041,0.0635,0.1542,0.1049,0.1234,0.0867,0.1047,0.1157,0.1108,0.1347,0.1605,0.1619,0.1052,0.0894,0.1098,0.0912,0,0,0.0376,Consumer Defensive,58.66678305832708,1
CAG,11838200000,-0.1211,8910800000,2927400000,0,1778900000,1778900000,1148500000,377500000,481400000,178300000,12000000,310100000,303100000,0,303100000,0.72,0.7,421152688,421152688,1,0.2473,0.10300000000000001,0.0726,0.026000000000000002,0.0969,1213500000,858900000,315100000,0.0407,0.0256,141300000,0,141300000,1058400000,2077000000,4230800000,3636000000,11033400000,0,0,15088700000,19319500000,1349300000,225900000,2642400000,8720500000,8946400000,0,0,0,11321900000,13964300000,-134300000,5010600000,5258500000,0,8805100000,954100000,1067200000,354600000,44800000,1568600000,-421100000,-39900000,0,-531500000,-612300000,3700000,-420900000,-1034100000,-3800000,-800000,1147500000,-0.8513,1.9669999999999999,0,0.8738,34.1115,9.0141,6.5942,5.985652043691401,30.976884842409998,0.793118362,0.044828607441456995,15.03987952,1.7855079957658002,0.07255326,0.5604843404354399,0.6296219360199399,0.24728421550573998,1,0.097016438,0.025603555,0.370378064,0.057999999999999996,0.0576,0.0431,0.6296219360199399,0.5604843404354399,0.07255326,-0.0323,5.3592,3.255830583,0.612759129,1.601,0.45401907356947996,0.053474114441416996,-85.0771,32.633,,41.6021,,0.4631,1.7013,0.6238286000429201,0.6298108399214399,2.2752,0.175333095,3.673956451,3.7245,2.417,0.3355,1.389,0.132503252,0.7315440520209101,0.175333095,6.943780434,3.7250059368321002,1.862945368,1.3886506103596001,28.109,0.7197,3.7245,2.417,0.3355,12.485999999999999,19.675,12.485999999999999,21.2427,10343636363,19148736363,34.1115,0.8738,6.5942,9.0141,1.9669999999999999,0,1.6175,15.7798,12.2075,16.6874,0.0293,0.1109,1.7013,0.4631,7.256,1.601,2.2752,5.1752,0.0407,1.389,0.1503,0,0.5711,0.2685,0.0356,-1.1875,0.0038,14.2223,0.0431,0.057999999999999996,-0.941,1588400000,8286100000,-9733500000,14448800000,1168900000,1423700000,2208950000,32.633,41.6021,-85.0771,10.1276,-0.0323,5.3592,0.0576,-0.9999,-0.13,-0.3917,-0.1159,-0.6083,-0.617,-0.6216,0.0104,,0.3514,0.1107,0.1388,0.0312,0.0036,-0.0246,0.1298,0.6812,0.0404,-0.073,-0.1994,-0.2887,0.0325,0.0342,0.0302,-0.0028,0.0564,0.0396,-0.1727,-0.1127,-0.0532,-0.0114,-0.0671,0,-0.1389,Consumer Defensive,21.62501550596322,1
